h2_fraction,phi,T_in,P,success,Su,Su_cm_s,T_ad,NO_ppm,N2O_ppm,NO2_ppm,error
0.4280723399882561,0.858220162246054,300.0,101325.0,True,0.29662887922468417,29.662887922468418,2004.3062992433458,11322.459493269806,0.13848574612538742,5.907300100938809,
0.2518714555850828,1.1231955173168564,300.0,101325.0,True,0.21825075321031404,21.825075321031402,2056.0668626625325,3850.7315121772444,0.12280744929563177,0.04510731847872986,
0.8840120948854995,1.2465225861341311,300.0,101325.0,True,1.8615878167804056,186.15878167804055,2216.9534801234418,9274.762305403907,0.4963655944912619,0.12037309686919963,
0.23526342306450715,1.2273589281877348,300.0,101325.0,True,0.18927747223862865,18.927747223862866,2005.6501946531157,880.1068139539253,0.0642086465179467,0.0044418173737997375,
0.23177501012223764,1.2829730923764064,300.0,101325.0,True,0.1767251724532311,17.67251724532311,1978.2115299738418,147.30578257173408,0.8724658804051421,0.0005073317956904961,
0.7654602695429396,1.068851732713068,300.0,101325.0,True,1.1811051608472285,118.11051608472285,2224.213941561941,12296.467699922578,0.37926537370630015,0.4496500313306306,
0.47465295795734436,1.1622705157687205,300.0,101325.0,True,0.45968891975841747,45.96889197584175,2087.2078547357833,6576.047965833802,0.2997804024742113,0.06775244112454393,
0.3252556153968124,0.8415423500538822,300.0,101325.0,True,0.20337359792640067,20.33735979264007,1958.9837139688902,9615.023645514832,0.13520911232241772,5.614839694064374,
0.07658065615604559,1.2205599210324158,300.0,101325.0,True,0.12493439769184214,12.493439769184214,1968.8359654306266,108.91537064986005,0.588887027083513,0.00044771695302885393,
0.9529976223233902,0.7597505829588255,300.0,101325.0,True,1.2235955745033096,122.35955745033095,2050.4569405766897,7319.618899738932,0.29483766286847424,3.768579367478686,
0.13827941700676127,1.0508605181075836,300.0,101325.0,True,0.1575640044177104,15.75640044177104,2068.1529292704813,4415.293795266114,0.07981212982874475,0.11803750366474174,
0.746335669520751,1.007944990186238,300.0,101325.0,True,1.0478326673228011,104.78326673228011,2227.403055689092,13376.59236016521,0.27637015219885097,1.0469540551574377,
0.8186984567464143,0.926980670699535,300.0,101325.0,True,1.1524791385130329,115.24791385130328,2207.6130992657395,14160.166493609917,0.22629464326056165,3.3487884524000524,
0.5523231351317764,0.7432329524717886,300.0,101325.0,True,0.3339125549615596,33.39125549615596,1879.1354795487784,12325.19041032875,0.1367887517316642,11.554703535842807,
0.7416003878825822,1.1270930428663402,300.0,101325.0,True,1.144375413707001,114.4375413707001,2190.7009041280617,11261.872963333824,0.4655977724518078,0.22480889074667126,
0.34261546869353315,0.7397005958707178,300.0,101325.0,True,0.16474968848863916,16.474968848863917,1831.620228207689,8821.20835783477,0.10929426384160985,9.233733217770117,
0.08405447711107736,0.9533841629062945,300.0,101325.0,True,0.12117912710322173,12.117912710322173,2037.4712428768,6285.697787682021,0.08036407580178168,1.673625632722507,
0.9789813637082787,1.2683426132036204,300.0,101325.0,True,2.527053374147858,252.7053374147858,2297.6147082480397,4306.218077560229,0.14824488140090458,0.07986223139280728,
